AppID,Name,Peak CCU,Positive,Negative,Price,Release date,Genres,Categories,Developers,Publishers,Required age
World Destroyers,"Mar 14, 2017",0,12,2,0,0 - 20000,"Action,Indie","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together",HardHead Games,HardHead Games,0.0
Better Me Tree: Boot Camp,"Nov 1, 2024",0,0,0,75,0 - 20000,"Action,Adventure,Casual,Indie,RPG,Simulation","Single-player,Family Sharing",Better Me Tree,Better Me Tree,12.49
NA-Re: great chain of being,"Nov 6, 2024",0,0,0,0,0 - 0,"Indie,Free To Play",Single-player,NIN-GEN,Visual Floss KONATA,0.0
Gems Of Evolution,"Feb 15, 2025",0,6,2,0,0 - 20000,"Action,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing",Keep The Engine Games,Keep The Engine Games,0.99
Hentai Royale,"Jul 23, 2021",0,0,0,0,0 - 20000,"Action,Adventure,Casual,Indie,RPG,Simulation","Single-player,Family Sharing",Boom Team,Boom Team,0.99
First Session,"Mar 1, 2021",0,67,17,0,100000 - 200000,"Adventure,RPG,Free To Play","Single-player,Steam Achievements",Lappi Soft,Lappi Soft,0.0
Astral Ascent,"Nov 14, 2023",0,6549,365,50,200000 - 500000,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing",Hibernian Workshop,"Hibernian Workshop,MP2 Games",12.49
Workplace Fantasy,"Nov 15, 2023",0,0,0,50,0 - 20000,"Adventure,Indie,RPG","Single-player,Steam Cloud,Family Sharing",HappyCreator,HappyCreator,4.99
Inner,"Aug 15, 2019",0,16,5,0,0 - 20000,Indie,Single-player,DarkStone Digital,DarkStone Digital,0.0
Merge,"Aug 22, 2019",0,7,4,0,0 - 20000,Action,"Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Full controller support,Remote Play Together",Darkflare,DigiPen Institute of Technology,0.0
SWAT Commander,"Jul 31, 2025",0,0,0,20,0 - 20000,"Action,Indie,Simulation,Early Access","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Full controller support,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Steam Cloud,Family Sharing","Red Mountain Games,Ritual Interactive",Ritual Interactive,15.99
TYPER GIRL,"May 23, 2022",0,51,29,35,0 - 20000,"Action,Casual,Indie","Single-player,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards,Family Sharing",好色猫,好色猫,0.64
15in1 Solitaire,"Feb 22, 2024",0,1,4,75,0 - 20000,"Casual,Strategy","Single-player,Steam Achievements,Family Sharing",Inlogic Software,Silesia Games,0.74
Dwerve,"May 31, 2022",0,400,144,0,20000 - 50000,"Action,Adventure,Indie,RPG,Strategy","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Half Human Games,"Half Human Games,Electronic Sheep Games",12.99
QUICKERFLAK_RUTHLESSMOD,"Jun 10, 2022",0,37,4,73,0 - 20000,"Action,Adventure,Indie","Single-player,Steam Achievements,Partial Controller Support,Family Sharing",Walter Machado,Walter Machado,0.49
Sauce Factory Tycoon,"Nov 5, 2025",0,0,0,0,0 - 20000,"Simulation,Strategy","Single-player,Family Sharing",Tovaho,Tovaho,4.99
Bling Bling Bankruptcy,"May 1, 2025",0,0,0,0,0 - 0,"Casual,Indie,Simulation,Strategy,Free To Play,Early Access","Single-player,Steam Achievements",Lucky Byte Games,Lucky Byte Games,0.0
Football Manager 2019 Touch,"Nov 2, 2018",0,333,69,0,100000 - 200000,"Simulation,Sports","Single-player,Multi-player,Steam Achievements,Steam Workshop,Steam Cloud,Steam Leaderboards,Family Sharing",Sports Interactive,SEGA,0.0
Age of Fear 4: The Iron Killer,"Apr 30, 2021",0,42,8,65,0 - 20000,"Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor,Remote Play Together,Family Sharing",Leslaw Sliwko,Age of Fear,10.49
Crash Time 3,"Nov 25, 2009",0,519,97,80,20000 - 50000,"Action,Racing","Single-player,Multi-player,Family Sharing",Synetic,Kalypso Media Digital,1.19
Rainbow Run,"Jul 10, 2019",0,1,1,0,0 - 20000,"Action,Casual,Indie,Strategy","Single-player,Steam Achievements,Partial Controller Support,Family Sharing",CRGames,CRGames,2.99
Island Maze,"Oct 29, 2018",0,6,0,72,0 - 20000,"Casual,Indie","Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing",Drageus Games S.A.,Drageus Games S.A.,0.55
Retro Block VR,"Jul 10, 2017",0,0,1,0,0 - 20000,"Casual,Indie","Single-player,Full controller support,VR Only,Family Sharing",Mocove Studio,Mocove Studio,2.99
执行人 Executor,"Nov 6, 2018",0,13,2,0,0 - 20000,Indie,"Single-player,Family Sharing",GuGong,GuGong,1.99
Pet Oddities: Desktop Shelter,"Nov 11, 2025",0,0,0,0,0 - 0,"Casual,Indie,Simulation","Single-player,Family Sharing",Li SHENRUI,Li SHENRUI,2.99
Moon Journey - China's Lunar Exploration Digital Museum,"Mar 27, 2025",0,0,0,0,0 - 0,"Adventure,Casual,RPG,Simulation,Strategy,Free To Play",Single-player,"郝锐昌工作室,交互设计师：钟仁杰,郝锐昌（中国人工智能学会）","郝锐昌工作室,福建省动漫游戏行业协会,泉州青春志动漫科技有限公司",0.0
Dreamwalker,"Dec 1, 2023",0,2,0,0,0 - 20000,Indie,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing",JayzonBH,JayzonBH Games,1.49
Please FUCK ME my SEXY neighbor,"Feb 10, 2023",0,0,0,80,0 - 20000,"Action,Adventure,Casual,Indie,RPG,Simulation,Sports","Single-player,Tracked Controller Support,VR Only,Family Sharing",Studio next door VR,Studio next door VR,3.99
15 Minutes Dungeon,"Oct 18, 2025",0,6,0,0,0 - 20000,"Casual,RPG","Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Daruma The Factory, Inc.","Daruma The Factory, Inc.",5.99
Jester,"Oct 1, 2024",0,1,0,0,0 - 20000,Casual,"Single-player,Family Sharing",LN,LN,0.99
Moose Life,"Aug 13, 2020",0,93,2,0,0 - 20000,"Action,Indie","Single-player,Steam Achievements,VR Supported,Partial Controller Support,Steam Leaderboards,Family Sharing",Llamasoft Ltd.,Llamasoft Ltd.,6.99
Hot Pussy College 🍓🔞,"Oct 15, 2022",0,0,0,0,0 - 0,"Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Family Sharing",Octo Games,Octo Games,1.04
Chicken Up,"Nov 2, 2025",0,0,0,30,0 - 20000,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Stats,Family Sharing",Moonclaw Games,Moonclaw Games,4.19
Radio Violence,"Apr 16, 2019",0,2,0,0,20000 - 50000,Strategy,"Multi-player,PvP,Shared/Split Screen PvP,Full controller support,Remote Play Together,Family Sharing",No Sleep Software Ltd.,No Sleep Software Ltd.,4.99
Heinz Honor and Revenge,"Feb 2, 2025",0,0,0,10,0 - 20000,"Action,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing",Melongaming,Melongaming,8.99
Synthwave FURY,"Feb 9, 2023",0,4,8,0,0 - 20000,"Action,Casual,Indie,Racing,Simulation","Single-player,Steam Achievements,Full controller support,Family Sharing",New England Interactive,New England Interactive,2.99
Sapphire Safari,"Mar 21, 2025",0,0,0,30,0 - 20000,"Adventure,Casual,Early Access","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing",Kinky Fridays,Kinky Fridays,9.09
Void Guard Outpost,"Mar 21, 2025",0,1,0,0,0 - 20000,Strategy,"Single-player,Steam Achievements,Steam Cloud,Steam Leaderboards,Family Sharing",Winged Dog Studios,Winged Dog Studios,7.49
Tails & Titties Hot Spring,"Oct 11, 2021",0,0,0,50,0 - 20000,Casual,"Single-player,Steam Achievements,Full controller support,Family Sharing",Norn,Cherry Kiss Games,4.99
春秋:英雄(Heroes of ChunQiu),"Feb 28, 2025",0,5,4,0,20000 - 50000,"Indie,RPG,Strategy","Single-player,Family Sharing",彩虹工坊,彩虹工坊,0.99
Cyber Prison Management,"Aug 28, 2023",0,2,1,85,0 - 20000,"Simulation,Strategy","Single-player,Steam Achievements,Family Sharing",Michael Richard Lannon,Michael Richard Lannon,1.49
Street Vendor's Journey,"Feb 2, 2026",0,0,0,0,0 - 0,"Simulation,Early Access","Single-player,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Stereo Sound,Surround Sound,Family Sharing",Wet Fox Games,Wet Fox Games,0.0
Biomagnet,"Oct 17, 2019",0,0,0,0,0 - 20000,"Action,Adventure,Casual,Indie,Simulation","Single-player,Steam Cloud,Family Sharing",I donnt know,Mon ga,3.99
The Fruitless Flower 雾雨中的徒花,"Mar 9, 2018",0,108,7,51,0 - 20000,"Indie,RPG","Single-player,Steam Achievements,Steam Cloud,Family Sharing",凝冰剑斩,凝冰剑斩,0.49
Murgles,"Oct 29, 2019",0,7,2,0,20000 - 50000,"RPG,Strategy","Single-player,Family Sharing",Jumping Pound Games,Jumping Pound Games,8.99
Deep Sea Arena,"May 22, 2025",0,0,0,43,0 - 20000,Action,"Single-player,Steam Achievements,Steam Leaderboards,Family Sharing",Aethvion,Aethvion,2.84
There's No Differences: Dragons,"Feb 13, 2026",0,0,0,0,0 - 0,"Casual,Indie","Single-player,Family Sharing",Error 300,"Error 300,Gamersky Games",3.59
The Last Express Gold Edition,"Nov 21, 2013",0,279,66,80,50000 - 100000,Adventure,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",Dotemu,Dotemu,1.39
The Map Is The Thing,"Jun 18, 2025",0,0,0,20,0 - 20000,"Casual,Indie","Single-player,Steam Achievements,Full controller support,Camera Comfort,Color Alternatives,Custom Volume Controls,Keyboard Only Option,Mouse Only Option,Playable without Timed Input,Touch Only Option,Steam Cloud,Family Sharing",Muffin Man Games,Muffin Man Games,3.99
Deterrence,"Mar 8, 2024",0,3,0,75,0 - 20000,"Action,Strategy","Single-player,Steam Achievements,Steam Leaderboards,Family Sharing",Pisces Studios,Pisces Studios,2.49
Solar System Journey VR,"Jul 24, 2017",0,1,2,0,0 - 20000,"Action,Casual,Simulation","Single-player,VR Supported,Partial Controller Support,Family Sharing",Amusitronix,Amusitronix,1.99
Signed Mary,"Sep 30, 2024",0,17,2,50,0 - 20000,"Adventure,Indie","Single-player,Family Sharing",Moț Andrei Laurențiu,Moț Andrei laurențiu,1.49
Divine Orders,"May 22, 2025",0,19,1,30,0 - 20000,Action,"Single-player,Steam Achievements,Full controller support,Family Sharing",angle M,angle M,4.19
A.D. 2047,"Jul 8, 2021",0,78,34,0,100000 - 200000,"Action,Adventure,RPG","Single-player,Tracked Controller Support,VR Only,Steam Trading Cards,Family Sharing",Leenzee Games,Leenzee Games,19.99
STEEL STRIDER,"Nov 12, 2015",0,56,16,60,20000 - 50000,"Action,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing",ASTRO PORT,Henteko Doujin,2.39
Lockdown VR: Forgotten Temple,"Mar 16, 2023",0,0,1,15,0 - 20000,"Adventure,Casual,Indie,Strategy","Single-player,Multi-player,Co-op,Online Co-op,VR Only,Family Sharing",Zoom Games,Lockdown Escape,5.09
Parfait Remake,"Jul 19, 2024",0,273,26,40,0 - 20000,"Adventure,Casual","Single-player,Steam Achievements,Steam Cloud,Family Sharing","GIGA,Entergram",HIKARI PULSE,20.99
Dirty Room,"Mar 24, 2023",0,0,0,0,0 - 0,"Action,Adventure,Free To Play,Indie,RPG","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud",Tactic Forge,Tactic Forge,0.0
Re:|THM - once upon a time,"Feb 9, 2023",0,0,0,0,0 - 0,"Free To Play,Indie,RPG,Early Access",Single-player,Boyagers Games,Boyagers Games,0.0
NEKOPARA After,"Jun 30, 2025",0,0,0,10,0 - 20000,"Adventure,Casual,Indie","Single-player,Steam Achievements,Steam Cloud,Family Sharing",NEKO WORKs,Sekai Project,8.99
Blood Knot,"Nov 13, 2020",0,5,1,90,0 - 20000,"Adventure,Indie,RPG","Single-player,Steam Achievements,Partial Controller Support,Family Sharing",Crow's Perch,Aldorlea Games,1.19
Beyond Doors,"Jan 12, 2024",0,16,0,70,0 - 20000,Adventure,"Single-player,Steam Achievements,Full controller support,Family Sharing",Old School Vibes,Old School Vibes,0.89
